"faculty_id","class_assignment","posterior_class_1","posterior_class_2","posterior_class_3","posterior_class_4","posterior_class_5","posterior_class_6","faculty_name","university","career_start_year","never_asst_prof","career_length","n_promotions","mean_pub_count"
100,3,7.15464393369549e-35,5.16062558201372e-09,0.999979746987313,1.02571533649538e-07,8.39535229862868e-85,2.01452805278593e-05,"Alyssa Gibbons","Colorado State University",2007,0,15,1,2
3,3,7.67069728657853e-44,5.41722400873865e-10,0.999999954893567,4.45647105607426e-08,4.61006259708564e-249,3.12476109543616e-21,"Anita Blanchard","University of North Carolina at Charlotte",1999,0,27,2,2.96296296296296
108,3,7.3098575487342e-14,0.00289623313816534,0.835607003195233,0.00752940925319622,0.00261444202462351,0.151352912388709,"Anna Gödöllei","CUNY Graduate Center",2022,0,4,0,1.25
67,3,9.67337891080143e-28,8.32378617362654e-09,0.999224333674085,0.000775657992931721,1.95147603745683e-31,9.19703162396725e-12,"C. Shawn Burke","University of Central Florida",2011,1,15,1,2.66666666666667
109,3,8.98957153335553e-30,3.555261049903e-16,0.998343593849009,0.00165640615099058,1.06090416755722e-155,3.07565714549413e-21,"Charles Scherbaum","CUNY Graduate Center",2003,0,23,2,3.60869565217391
101,3,1.17650570138809e-23,7.21094007658517e-06,0.997141594658322,0.00269707960531166,0.000154097626359863,1.71699295921658e-08,"Clair Reynolds Kueny","Missouri University of Science & Technology",2015,0,11,1,2.81818181818182
49,3,5.07243045013907e-52,2.34976994836393e-37,0.999999999903174,9.6825540187768e-11,0,7.58392402555265e-47,"James Rounds","University of Illinois Urbana-Champaign",1982,0,44,2,4.20454545454546
58,3,2.61320245811125e-19,5.86389371339922e-10,0.937042758470242,0.0629572402080414,4.71307120217903e-14,7.35280042079496e-10,"Lauren E. Kuykendall","George Mason University",2015,0,11,1,3.27272727272727
44,3,1.16000351595361e-15,0.019116155164802,0.499377978600088,0.00125562117322369,0.0493955315214612,0.430854713540424,"Leo Alexander III","University of Illinois Urbana-Champaign",2022,0,4,0,0.75
46,3,7.57762745412446e-37,0.000192449862526938,0.999579175431721,0.000228374705751596,2.69124058418486e-209,5.97933796160458e-29,"Louise Fitzgerald","University of Illinois Urbana-Champaign",1982,0,27,2,4.07407407407407
54,3,7.39081120674317e-18,0.000243141628482851,0.987280639199138,0.00256720278870846,0.000515936516894869,0.00939307986677577,"Melissa Robertson","University of Georgia",2020,0,6,0,1.5
15,3,1.30075501118228e-27,2.09490140897675e-10,0.833528385609202,0.166471614181308,4.84466367378184e-166,2.3623628386817e-29,"Mindy Bergman","Texas A&M University",2001,0,25,2,4.4
53,3,2.31205224781512e-25,0.0520627846651497,0.533111843656715,8.82303835072244e-06,0.0584583304706962,0.356358218169088,"Neal Outland","University of Georgia",2019,0,7,0,0.857142857142857
93,3,1.19875436010664e-14,0.00863615751011138,0.718442980823049,0.00368012857532451,0.0212561270389284,0.247984606052575,"Ning Hsu","Virginia Tech",2022,0,4,0,1
11,3,1.5084578876946e-48,4.91879913661925e-05,0.99995081035047,1.65816331528743e-09,3.5161143528209e-236,4.64519541699128e-20,"Quinetta Roberson","Michigan State University",1999,0,27,2,3
24,3,7.18330059487101e-61,2.3253220963706e-21,0.999999999987686,4.02408058144862e-16,0,1.23134607465642e-11,"Richard D. Harvey","Saint Louis University",1995,1,31,0,2.19354838709677
72,3,4.85045783919887e-17,1.76093093898023e-07,0.962780118068427,0.0372159914127686,1.66185911766365e-06,2.05256659242201e-06,"Shiyang Su","University of Central Florida",2018,0,8,0,2.375
29,3,6.00754414703145e-55,2.15258928104664e-37,0.999999999994822,5.1781167823366e-12,0,1.1283052320358e-44,"Steve W. J. Kozlowski","University of South Florida",1982,0,44,2,4.18181818181818
84,3,6.57764203928446e-55,2.09453836148112e-14,0.999999999999501,4.73196900143288e-13,0,4.96781384640574e-15,"Sylvia Roch","University at Albany, SUNY",1997,0,29,2,2.6551724137931
126,3,1.40689656662623e-09,1.12084479206429e-05,0.740385237913213,0.258506322724568,3.69263317513458e-05,0.00106030317565117,"Tiffany Bisbey","George Washington University",2022,0,4,0,2.25
81,3,2.14207356763411e-13,0.00279602797346472,0.890403222347233,0.0122832500278957,0.0143680482558908,0.0801494513953012,"Vanessa Burke","Louisiana State University",2022,0,4,0,1.5
77,3,2.54497812049916e-37,1.07783740261735e-15,0.999986443643248,1.35563567507282e-05,0,2.19574421114122e-27,"Vicki Magley","University of Connecitcut",1997,0,29,2,3.68965517241379
59,3,1.32503408351336e-08,2.59391041465671e-06,0.514525880202448,0.485254494654949,3.72554928074797e-05,0.000179762489039885,"Yijue Liang","George Mason University",2022,0,4,0,3
64,4,1.09449466058003e-23,1.36725897020245e-10,0.00116926062461797,0.998830739238656,1.21881234105321e-193,3.04456165669825e-42,"Alicia Grandey","Pennsylvania State University",1999,0,27,2,5.18518518518519
74,4,1.65519043355473e-18,5.80833743467617e-12,0.0643715282149822,0.935628471779209,4.79395058557676e-20,1.0135397155273e-19,"Alyssa McGonagle","University of North Carolina at Charlotte",2011,0,15,1,4.4
105,4,0.00123200890496367,1.01168158310055e-09,0.0152842614480119,0.983483499416528,4.21341687911648e-09,2.25005397438925e-07,"Andrea Bazzoli","CUNY Graduate Center",2023,0,3,0,6.33333333333333
79,4,1.57996590672804e-10,1.2962986201424e-20,1.93421092939355e-06,0.999998065631047,2.67561251105332e-14,1.10407368357346e-29,"Asia A. Eaton","Florida International University",2012,0,14,2,6
34,4,3.40323743682171e-05,1.89257731362882e-26,3.04283960683116e-08,0.999965937197236,2.66665129422815e-17,4.61297063007155e-31,"Brooke N. Macnamara","Purdue University",2014,0,12,1,7.5
95,4,5.81629340512833e-10,1.31268400047804e-26,6.41136845605346e-10,0.999999998777234,1.0123048551666e-77,1.29790481473906e-47,"Bryan Dik","Colorado State University",2005,0,21,2,7.0952380952381
91,4,8.13994571471795e-11,1.39613252970264e-14,0.00739425265297469,0.992605747025618,2.39977555563286e-10,1.67624772376928e-14,"Charles Calderwood","Virginia Tech",2017,0,9,1,4.44444444444444
70,4,2.6321357898119e-10,3.37919730449676e-11,0.0773993611487467,0.922600587359903,5.0449698463159e-08,7.44646059427209e-10,"Chelsea LeNoble","University of Central Florida",2019,0,7,0,3.85714285714286
7,4,2.10481221942866e-08,9.54025275539987e-27,2.1200503821745e-11,0.999999978930677,8.41193346115695e-67,5.94363966557828e-52,"Chu-Hsiang (Daisy) Chang","Michigan State University",2005,0,21,2,7.14285714285714
30,4,0.00227532440561658,3.26497217024709e-10,0.0115588954770792,0.986165648638404,4.15179929726283e-10,1.30737223222807e-07,"Claire E. Smith","University of South Florida",2023,0,3,0,6
48,4,4.86360755554872e-11,6.41260601589465e-25,2.45892927085578e-09,0.999999997492435,1.5649850089204e-75,2.56648171194115e-46,"Daniel A Newman","University of Illinois Urbana-Champaign",2005,0,21,2,6.57142857142857
27,4,1.56633454206064e-06,4.99174049357241e-06,0.363279353594087,0.636074900195043,5.48117672756561e-06,0.000633706959106799,"Daniel Griffin","University of South Florida",2023,0,3,0,3
40,4,3.29028323222326e-10,2.93496502671757e-13,0.0133551296746832,0.986644842184445,2.78108099351606e-08,7.40092447952708e-13,"Danielle King","Rice University",2018,0,8,1,5.125
22,4,4.75228791703829e-06,4.2488740830441e-12,0.00863737547049714,0.99135787017192,1.56335698691401e-09,5.02059487680294e-10,"Denise Reyes","University of Houston",2021,0,5,0,5.2
106,4,2.51905900991152e-08,1.14955820193773e-06,0.452219896099004,0.547648950736314,7.10608242857471e-06,0.000122872333460842,"Dia Chatterjee","CUNY Graduate Center",2022,0,4,0,2.75
80,4,1.26576335990918e-11,7.69574654484276e-15,0.00391359880260934,0.996086393158203,8.02652216772455e-09,1.79776938638151e-16,"Don Zhang","Louisiana State University",2016,0,10,1,4.8
33,4,8.00551820214761e-05,1.17174307412526e-20,8.57363721886151e-06,0.999911371180128,6.31278578022857e-13,2.02055683556316e-20,"Franki Y. H. Kung","Purdue University",2018,0,8,1,6.875
45,4,4.9891409712914e-13,1.64394373742692e-34,8.6179181956199e-14,0.999999999999415,0,1.68971930709381e-92,"Fritz Drasgow","University of Illinois Urbana-Champaign",1982,0,40,2,7.325
88,4,2.01137420547992e-08,1.54363684998924e-13,0.00592649723236931,0.99407346672547,1.5926964488831e-08,1.29987515844732e-12,"Gargi Sawhney","Auburn University",2019,0,7,1,4.71428571428571
82,4,0.000916553873175785,1.4691192524338e-09,0.0182815789997631,0.980801512063366,4.57467234659685e-09,3.49019903174601e-07,"Haley Cobb","Louisiana State University",2023,0,3,0,6
47,4,2.29537054182312e-10,3.44547793258733e-13,0.017957304083564,0.982042690495796,5.189040372687e-09,1.71783660759469e-12,"Hanyi Haylee Min","University of Illinois Urbana-Champaign",2018,0,8,0,4.75
20,4,7.80617727409721e-14,4.24967729920911e-12,0.0812583175970254,0.918741655516823,2.68814999234186e-08,3.23784471985078e-13,"Isaac Sabat","University of Houston",2016,0,10,1,4
62,4,2.68833016485994e-16,2.94324639369892e-22,2.25747241925797e-06,0.99999774252758,1.7965175492343e-143,1.36812816526862e-42,"James LeBreton","Pennsylvania State University",2002,0,24,2,5.875
52,4,6.59306945434858e-08,5.05707704537681e-12,0.0170939230548597,0.982905996379218,1.44186046066783e-08,2.11565879005723e-10,"Jeffrey Olenick","University of Georgia",2020,0,6,0,4.66666666666667
118,4,0.00151307831903009,6.18200510048935e-10,0.014354729292259,0.984131979208502,9.70434190558517e-10,2.11591573729806e-07,"Jenna Van Fossen","Clemson University",2023,0,3,0,6
87,4,9.86154473954056e-23,1.45378992289535e-13,0.108899042356968,0.891100957642887,2.41576260656225e-106,6.13188934226591e-28,"Jinyan Fan","Auburn University",2004,0,22,2,4.04545454545455
98,4,4.72128737140387e-12,8.022858471947e-09,0.367481728085602,0.632386457471208,0.000131771211736686,3.52038739023312e-08,"Josh Prasad","Colorado State University",2019,0,7,0,3.28571428571429
21,4,0.000324202904704001,5.27930244713858e-09,0.0341279424246086,0.965546205789503,5.43748009107783e-09,1.63816440196026e-06,"Kaylee Litson","University of Houston",2023,0,3,0,5
96,4,2.63016540769514e-09,3.19284346999768e-12,0.0181289387019662,0.981870618782572,4.39865366747465e-07,1.67368205102454e-11,"Keaton Fletcher","Colorado State University",2019,0,7,0,5.28571428571429
9,4,2.12898206868835e-08,1.57818344870539e-13,0.00557744890827032,0.994422501920513,2.78801583412545e-08,1.07973144820198e-12,"Kevin Hoff","Michigan State University",2019,0,7,0,5
85,4,2.14014203978278e-21,4.55408119925121e-25,1.01066395609963e-09,0.999999998989336,0,4.82071703750638e-88,"Kevin Williams","University at Albany, SUNY",1984,0,42,2,6.69047619047619
92,4,0.00882232350445402,4.58108707753281e-14,0.000749942862495818,0.990427733610683,1.62896194755026e-12,2.06924942913158e-11,"Louis Hickman","Virginia Tech",2022,0,4,0,7.25
50,4,1.2009444546818e-11,2.26081007212722e-22,2.08056205020296e-06,0.99999791942594,8.34260336706755e-33,1.16429313322454e-31,"Malissa Clark","University of Georgia",2010,0,16,2,5.6875
37,4,1.89719050305989e-15,6.17354262755417e-19,3.42541958800064e-07,0.999999657458039,7.93936345062804e-85,6.4527128426946e-43,"Margaret Beier","Rice University",2004,0,22,2,5.81818181818182
121,4,2.9938044800647e-11,7.71257495006538e-21,8.16916841861715e-05,0.999918308285876,4.27568150018205e-24,1.38579833004484e-23,"Marissa Shuffler","Clemson University",2013,0,13,2,5.46153846153846
2,4,1.50858259778588e-06,1.50794219144747e-31,6.98673731842818e-12,0.999998491410415,3.79070642053169e-82,3.70264742359008e-52,"Nathan Bowling","University of Central Florida",2005,0,21,2,7.52380952380952
6,4,4.12477548771362e-08,4.03960131297432e-26,8.08125274622493e-09,0.999999950670992,5.03818993422528e-29,7.85460235453503e-38,"Nathan T. Carter","Michigan State University",2010,0,16,2,6.75
90,4,7.47686847100084e-05,4.77242565937413e-08,0.0711171199981651,0.928799209695759,9.65329004128544e-08,8.75736420892847e-06,"Paige Watson","Auburn University",2023,0,3,0,4.66666666666667
120,4,5.89990532823826e-18,6.99760063341899e-14,0.000150453299366661,0.999849546700563,1.63628522584393e-41,3.07014728828764e-32,"Patrick Rosopa","Clemson University",2007,0,19,2,5.05263157894737
56,4,1.27818210205109e-15,2.56445264827594e-21,7.6881443487581e-07,0.999999231185564,1.67935164048274e-115,1.00486440339026e-42,"Reeshad S. Dalal","George Mason University",2003,0,23,2,5.52173913043478
122,4,3.71099220958081e-13,1.08752963987441e-21,1.91828336810657e-10,0.9999999998078,1.21350396540459e-157,7.39848253869793e-58,"Robert R. Sinclair","Clemson University",2000,0,26,2,6.76923076923077
36,4,4.95406243720207e-12,6.11518260119467e-20,1.05005616928615e-06,0.999998949938877,7.72297500551082e-21,3.72662430003435e-33,"Sang Eun Woo","Purdue University",2010,0,16,2,6.1875
61,4,2.12346230811173e-13,6.63314344975948e-09,0.377298837356249,0.619222805344678,0.00347834818186718,2.48385013507501e-09,"Sarah Wittman","George Mason University",2018,0,8,0,3.5
57,4,1.71810843541623e-13,1.84775743198728e-22,4.27872576588091e-07,0.999999572127252,1.40144805739324e-68,6.13665183522456e-39,"Seth Kaplan","George Mason University",2006,0,20,2,5.6
113,4,2.61067101046303e-13,1.07920898711414e-19,1.99691409217491e-10,0.999999999800048,1.04880295424092e-124,9.62349022707656e-57,"Shane Connelly","University of Oklahoma",2001,0,25,2,7.52
17,4,1.99751360016915e-15,3.31238178147558e-20,1.21438575469106e-08,0.99999998785614,1.05821087513236e-165,6.5283141202229e-53,"Stephanie C. Payne","Texas A&M University",2000,0,26,2,6.23076923076923
31,4,3.46376710223107e-18,5.59193119812227e-19,1.94921459655616e-05,0.999980507854034,1.07551028907929e-137,1.17473901865428e-40,"Stephen Stark","University of South Florida",2002,0,24,2,5.16666666666667
51,4,0.00759608147104747,5.46188547280384e-11,0.00585534815870703,0.9865485426697,6.624333684844e-11,2.75796829490514e-08,"Yimin He","University of Georgia",2023,0,3,0,6.66666666666667
123,4,8.19071466117858e-08,1.1595703194995e-18,0.000119349450694295,0.999880568641007,1.15202424737823e-12,9.12361236464743e-19,"Yisheng Peng","George Washington University",2017,0,9,1,5.55555555555556
18,4,1.15813940502605e-08,1.58874945021924e-08,0.195766221740448,0.804229974653193,2.87936198446887e-06,8.96775485110811e-07,"Ze (Mia) Zhu","Texas A&M University",2021,0,5,0,3.6
116,5,2.29386795712596e-91,1.78479028559016e-122,4.83423345968662e-137,8.73220173187189e-104,1,1.8580533613638e-226,"Cong Liu","Rutgers University",2003,0,23,2,25.6521739130435
103,5,6.11442311735673e-23,0.024907740368175,0.1582896034951,1.2658048657816e-05,0.707847978246682,0.108942019841385,"Vahe Permzadian","Missouri University of Science & Technology",2020,0,6,0,1.16666666666667
111,6,4.82095255602636e-85,4.8355527649823e-07,1.07736299381399e-13,7.31756141261933e-34,1.37137334885119e-73,0.999999516444616,"Adrienne Carter-Sowell","University of Oklahoma",2010,0,16,2,0.0625
32,6,2.45185800773608e-24,0.0813090509216169,0.00117251557196499,1.78507260780956e-08,0.0267127474581316,0.89080566819756,"Alexandra Harris-Watson","Purdue University",2022,0,4,0,0
69,6,1.03341335323143e-132,3.43737813975349e-38,2.46215738242129e-24,5.74853870598204e-60,0,1,"Barbara Fritzsche","University of Central Florida",1996,0,30,1,0.333333333333333
19,6,5.44559652698042e-95,1.4874499117422e-09,6.46622934752592e-16,7.20102829240308e-39,2.4099308320922e-107,0.99999999851255,"Bradley Brummel","University of Houston",2008,1,18,1,0.0555555555555555
73,6,6.86716065039006e-54,0.00216005257264698,8.68359515253648e-08,8.69061984526495e-20,3.60528214537695e-21,0.997839860591402,"Brent Reed","University of North Carolina at Charlotte",2013,0,10,1,0.1
13,6,2.17744769534547e-46,0.0355214068143831,7.09617032904425e-07,6.16254731011261e-17,1.83513295934292e-08,0.964477865217255,"Chris Wiese","Georgia institute of technology",2018,0,8,1,0
10,6,7.80433839837683e-80,7.79962361240251e-07,9.74585923044041e-13,1.73568589600616e-31,1.59923284831172e-62,0.999999220036664,"Christopher Nye","Michigan State University",2011,0,15,1,0.0666666666666667
119,6,6.99915292033846e-145,9.9939320924907e-48,2.32490726421785e-31,1.04322052028223e-69,0,1,"Cindy Pury","Clemson University",1997,0,29,2,0.0344827586206897
97,6,6.21790054632085e-30,0.0788265198867157,0.000204105698794917,1.55762068187962e-10,0.00647304405678635,0.914496330201941,"Danielle Gardner","Colorado State University",2021,0,5,0,0
83,6,6.02704428486991e-72,4.03727467422247e-05,1.40285230608382e-10,2.94149429881507e-27,2.74278698339879e-47,0.999959627112972,"Dev Dalal","University at Albany, SUNY",2012,0,14,1,0.142857142857143
39,6,1.68568699628272e-71,5.87018835106572e-06,1.13504832041339e-05,3.47272592047295e-23,3.18366837927119e-121,0.999982779328445,"Eden King","Rice University",2006,0,20,2,0.75
112,6,3.75268548227625e-97,1.34491566485428e-23,2.03532682219813e-12,1.22407201260431e-38,0,0.999999999997965,"Eric Day","University of Oklahoma",1998,0,27,2,0.851851851851852
41,6,1.13426460188366e-117,1.44463113735101e-26,1.02521251119683e-18,6.83854191044315e-50,0,1,"Fred Oswald","Rice University",1998,0,28,2,0.392857142857143
124,6,3.07791781001594e-69,1.77985634276605e-05,0.0227930745737104,5.18496475874182e-20,3.09220886548126e-179,0.977189126862862,"Gelaye Debebe","George Washington University",2003,0,23,1,1.39130434782609
99,6,8.27112277771422e-52,0.00647530111285288,0.000312256193581607,7.88478648462009e-16,1.85062613722075e-29,0.993212442693565,"Gwen Fisher","Colorado State University",2013,0,13,2,0.692307692307692
114,6,1.13615954529503e-118,2.79317978734481e-21,3.04930861162637e-22,3.48111276288252e-52,1.21584237127553e-241,1,"Jennifer Kisamore","University of Oklahoma",2003,0,23,2,0.0434782608695652
89,6,1.24030307188599e-15,0.0391777518987046,0.0578905118135377,9.68904402378537e-05,0.0150526023538107,0.887782243493708,"John Schmidt","Auburn University",2023,0,3,0,0.333333333333333
4,6,2.17744769534547e-46,0.0355214068143831,7.09617032904425e-07,6.16254731011261e-17,1.83513295934292e-08,0.964477865217255,"Kimberly French","Colorado State University",2018,0,8,1,0
110,6,9.16129920034705e-136,4.16548124814864e-41,7.82638118054317e-28,1.46547423953382e-63,0,1,"Kristin Sommer","CUNY Graduate Center",1998,0,28,2,0.142857142857143
78,6,1.10261940451832e-18,0.0791549953260511,0.00631528543349267,1.88434325813168e-06,0.0477355632129681,0.86679227168423,"Lorena Solis","University of Connecitcut",2023,0,3,0,0
68,6,1.64223674341962e-126,4.03663642423917e-28,1.24380400939131e-24,4.36064587927852e-57,0,1,"Mark Ehrhart","University of Central Florida",2001,0,25,2,0.08
26,6,3.3287324203195e-84,1.1673649716631e-07,1.01335036764143e-12,7.80843038837074e-33,1.91408044074523e-86,0.99999988326249,"Michael Gillespie","University of South Florida",2009,0,17,1,0.176470588235294
71,6,7.47442543715109e-83,1.26532743563892e-06,1.05223954095487e-13,3.37803155509966e-33,2.30490074970047e-62,0.999998734672459,"Mindy Shoss","University of Central Florida",2011,0,15,2,0
115,6,2.83849923195518e-17,0.0411475850162526,0.201549212296158,0.000184899361581106,0.125578157437591,0.631540145888418,"Preston Lindsay","Rutgers University",2022,0,4,0,0.75
42,6,6.21790054632085e-30,0.0788265198867157,0.000204105698794917,1.55762068187962e-10,0.00647304405678635,0.914496330201941,"Rebecca Brossoit","Rice University",2021,0,5,0,0
25,6,5.5826531755926e-122,1.23935174225266e-26,2.60819561598913e-18,3.17487745056344e-51,0,1,"Tammy Allen","University of South Florida",1996,0,30,2,0.5
14,6,2.0412774269196e-182,3.51797163856277e-120,3.81757177524596e-48,3.85553974007247e-100,0,1,"Winfred Arthur, Jr.","Texas A&M University",1987,0,39,2,0.0512820512820513
107,6,8.4294692141917e-128,7.61945407626907e-28,5.25921821180834e-25,8.89033502588877e-58,2.25954040791048e-316,1,"Yochi Cohen-Charash","CUNY Graduate Center",2001,0,25,2,0.04
